Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Sindh,Pakistan,9/16/2020 4:22,26.009446,68.776807,132591,2448,127727,2416,"Sindh, Pakistan",276.8885662,1.846279159
Azad Jammu and Kashmir,Pakistan,9/17/2020 4:22,34.027401,73.947253,2451,66,2231,154,"Azad Jammu and Kashmir, Pakistan",60.58784298,2.692778458
Balochistan,Pakistan,9/17/2020 4:22,28.328492,65.898403,13798,145,12770,883,"Balochistan, Pakistan",111.7753075,1.050876939
Gilgit-Baltistan,Pakistan,9/17/2020 4:22,35.792146,74.982138,3336,79,2894,363,"Gilgit-Baltistan, Pakistan",329.1291102,2.368105516
Islamabad,Pakistan,9/17/2020 4:22,33.665087,73.121219,16005,178,15453,374,"Islamabad, Pakistan",797.6289911,1.112152452
Khyber Pakhtunkhwa,Pakistan,9/17/2020 4:22,34.485332,72.09169,37185,1257,35287,641,"Khyber Pakhtunkhwa, Pakistan",121.8246831,3.380395321
Punjab,Pakistan,9/17/2020 4:22,30.811346,72.139132,98041,2223,94721,1097,"Punjab, Pakistan",89.11810175,2.267418733
Sindh,Pakistan,9/17/2020 4:22,26.009446,68.776807,132818,2451,127813,2554,"Sindh, Pakistan",277.3626082,1.845382403
Azad Jammu and Kashmir,Pakistan,9/18/2020 5:05,34.027401,73.947253,2472,66,2235,171,"Azad Jammu and Kashmir, Pakistan",61.10695546,2.669902913
Balochistan,Pakistan,9/18/2020 5:05,28.328492,65.898403,13991,145,12851,995,"Balochistan, Pakistan",113.3387685,1.03638053
Gilgit-Baltistan,Pakistan,9/18/2020 5:05,35.792146,74.982138,3381,80,2950,351,"Gilgit-Baltistan, Pakistan",333.5688014,2.366163857
Islamabad,Pakistan,9/18/2020 5:05,33.665087,73.121219,16033,180,15467,386,"Islamabad, Pakistan",799.0244058,1.122684463
Khyber Pakhtunkhwa,Pakistan,9/18/2020 5:05,34.485332,72.09169,37242,1257,35450,535,"Khyber Pakhtunkhwa, Pakistan",122.0114253,3.375221524
Punjab,Pakistan,9/18/2020 5:05,30.811346,72.139132,98142,2225,94739,1178,"Punjab, Pakistan",89.20990955,2.267123148
Sindh,Pakistan,9/18/2020 5:05,26.009446,68.776807,133125,2455,127991,2679,"Sindh, Pakistan",278.0037134,1.844131455
Azad Jammu and Kashmir,Pakistan,9/19/2020 4:22,34.027401,73.947253,2491,66,2241,184,"Azad Jammu and Kashmir, Pakistan",61.57662867,2.649538338
Balochistan,Pakistan,9/19/2020 4:22,28.328492,65.898403,14138,145,12937,1056,"Balochistan, Pakistan",114.5295911,1.025604753
Gilgit-Baltistan,Pakistan,9/19/2020 4:22,35.792146,74.982138,3412,81,3013,318,"Gilgit-Baltistan, Pakistan",336.6272554,2.373974209
Islamabad,Pakistan,9/19/2020 4:22,33.665087,73.121219,16086,180,15483,423,"Islamabad, Pakistan",801.6657264,1.118985453
Khyber Pakhtunkhwa,Pakistan,9/19/2020 4:22,34.485332,72.09169,37270,1258,35469,543,"Khyber Pakhtunkhwa, Pakistan",122.1031583,3.375368929
Punjab,Pakistan,9/19/2020 4:22,30.811346,72.139132,98272,2226,94756,1290,"Punjab, Pakistan",89.328078,2.265141648
Sindh,Pakistan,9/19/2020 4:22,26.009446,68.776807,133362,2459,128145,2758,"Sindh, Pakistan",278.4986384,1.843853571
Azad Jammu and Kashmir,Pakistan,9/20/2020 4:22,34.027401,73.947253,2517,67,2257,193,"Azad Jammu and Kashmir, Pakistan",62.21933936,2.661899086
Balochistan,Pakistan,9/20/2020 4:22,28.328492,65.898403,14269,145,12969,1155,"Balochistan, Pakistan",115.5908003,1.016188941
Gilgit-Baltistan,Pakistan,9/20/2020 4:22,35.792146,74.982138,3450,81,3036,333,"Gilgit-Baltistan, Pakistan",340.376328,2.347826087
Islamabad,Pakistan,9/20/2020 4:22,33.665087,73.121219,16124,180,15529,415,"Islamabad, Pakistan",803.5595035,1.116348301
Khyber Pakhtunkhwa,Pakistan,9/20/2020 4:22,34.485332,72.09169,37317,1258,35500,559,"Khyber Pakhtunkhwa, Pakistan",122.2571386,3.371117721
Punjab,Pakistan,9/20/2020 4:22,30.811346,72.139132,98368,2226,94773,1369,"Punjab, Pakistan",89.41534086,2.262931034
Sindh,Pakistan,9/20/2020 4:22,26.009446,68.776807,133626,2459,128239,2928,"Sindh, Pakistan",279.0499471,1.840210737
Azad Jammu and Kashmir,Pakistan,9/21/2020 4:23,34.027401,73.947253,2533,69,2265,199,"Azad Jammu and Kashmir, Pakistan",62.61485364,2.724042637
Balochistan,Pakistan,9/21/2020 4:23,28.328492,65.898403,14394,145,13071,1178,"Balochistan, Pakistan",116.6034046,1.00736418
Gilgit-Baltistan,Pakistan,9/21/2020 4:23,35.792146,74.982138,3483,82,3056,345,"Gilgit-Baltistan, Pakistan",343.6321015,2.354292277
Islamabad,Pakistan,9/21/2020 4:23,33.665087,73.121219,16162,180,15557,425,"Islamabad, Pakistan",805.4532805,1.113723549
Khyber Pakhtunkhwa,Pakistan,9/21/2020 4:23,34.485332,72.09169,37357,1258,35561,538,"Khyber Pakhtunkhwa, Pakistan",122.3881858,3.367508098
Punjab,Pakistan,9/21/2020 4:23,30.811346,72.139132,98428,2226,94952,1250,"Punjab, Pakistan",89.46988014,2.261551591
Sindh,Pakistan,9/21/2020 4:23,26.009446,68.776807,133947,2460,128407,3080,"Sindh, Pakistan",279.7202885,1.836547291
Azad Jammu and Kashmir,Pakistan,9/22/2020 4:23,34.027401,73.947253,2550,69,2274,207,"Azad Jammu and Kashmir, Pakistan",63.03508755,2.705882353
Balochistan,Pakistan,9/22/2020 4:23,28.328492,65.898403,14499,145,13150,1204,"Balochistan, Pakistan",117.4539921,1.00006897
Gilgit-Baltistan,Pakistan,9/22/2020 4:23,35.792146,74.982138,3513,82,3060,371,"Gilgit-Baltistan, Pakistan",346.5918957,2.334187304
Islamabad,Pakistan,9/22/2020 4:23,33.665087,73.121219,16207,180,15597,430,"Islamabad, Pakistan",807.6959112,1.110631209
Khyber Pakhtunkhwa,Pakistan,9/22/2020 4:23,34.485332,72.09169,37387,1258,35613,516,"Khyber Pakhtunkhwa, Pakistan",122.4864711,3.364805949
Punjab,Pakistan,9/22/2020 4:23,30.811346,72.139132,98487,2227,94971,1289,"Punjab, Pakistan",89.52351044,2.26121214
Sindh,Pakistan,9/22/2020 4:23,26.009446,68.776807,134243,2463,128494,3286,"Sindh, Pakistan",280.3384226,1.834732537
Azad Jammu and Kashmir,Pakistan,9/23/2020 4:23,34.027401,73.947253,2566,70,2282,214,"Azad Jammu and Kashmir, Pakistan",63.43060183,2.727981294
Balochistan,Pakistan,9/23/2020 4:23,28.328492,65.898403,14607,145,13207,1255,"Balochistan, Pakistan",118.3288822,0.992674745
Gilgit-Baltistan,Pakistan,9/23/2020 4:23,35.792146,74.982138,3542,83,3088,371,"Gilgit-Baltistan, Pakistan",349.45303,2.343308865
Islamabad,Pakistan,9/23/2020 4:23,33.665087,73.121219,16246,180,15629,437,"Islamabad, Pakistan",809.6395245,1.107965038
Khyber Pakhtunkhwa,Pakistan,9/23/2020 4:23,34.485332,72.09169,37418,1258,35741,419,"Khyber Pakhtunkhwa, Pakistan",122.5880326,3.36201828
Punjab,Pakistan,9/23/2020 4:23,30.811346,72.139132,98602,2227,95159,1216,"Punjab, Pakistan",89.62804407,2.258574877
Sindh,Pakistan,9/23/2020 4:23,26.009446,68.776807,134437,2469,128810,3158,"Sindh, Pakistan",280.743551,1.836547974
Azad Jammu and Kashmir,Pakistan,9/24/2020 4:23,34.027401,73.947253,2591,70,2293,228,"Azad Jammu and Kashmir, Pakistan",64.04859288,2.701659591
Balochistan,Pakistan,9/24/2020 4:23,28.328492,65.898403,14765,145,13384,1236,"Balochistan, Pakistan",119.608814,0.98205215
Gilgit-Baltistan,Pakistan,9/24/2020 4:23,35.792146,74.982138,3572,83,3144,345,"Gilgit-Baltistan, Pakistan",352.4128242,2.323628219
Islamabad,Pakistan,9/24/2020 4:23,33.665087,73.121219,16288,181,15646,461,"Islamabad, Pakistan",811.7326465,1.111247544
Khyber Pakhtunkhwa,Pakistan,9/24/2020 4:23,34.485332,72.09169,37470,1258,35788,424,"Khyber Pakhtunkhwa, Pakistan",122.7583939,3.357352549
Punjab,Pakistan,9/24/2020 4:23,30.811346,72.139132,98686,2229,95173,1284,"Punjab, Pakistan",89.70439907,2.258679043
Sindh,Pakistan,9/24/2020 4:23,26.009446,68.776807,134845,2471,128964,3410,"Sindh, Pakistan",281.5955736,1.832474322
Azad Jammu and Kashmir,Pakistan,9/25/2020 4:23,34.027401,73.947253,2610,70,2297,243,"Azad Jammu and Kashmir, Pakistan",64.51826609,2.681992337
Balochistan,Pakistan,9/25/2020 4:23,28.328492,65.898403,14838,145,13455,1238,"Balochistan, Pakistan",120.2001748,0.97722065
Gilgit-Baltistan,Pakistan,9/25/2020 4:23,35.792146,74.982138,3608,84,3161,363,"Gilgit-Baltistan, Pakistan",355.9645772,2.328159645
Islamabad,Pakistan,9/25/2020 4:23,33.665087,73.121219,16324,181,15676,467,"Islamabad, Pakistan",813.5267511,1.108796864
Khyber Pakhtunkhwa,Pakistan,9/25/2020 4:23,34.485332,72.09169,37525,1258,35859,408,"Khyber Pakhtunkhwa, Pakistan",122.9385837,3.352431712
Punjab,Pakistan,9/25/2020 4:23,30.811346,72.139132,98864,2229,95191,1444,"Punjab, Pakistan",89.86619895,2.254612397
Sindh,Pakistan,9/25/2020 4:23,26.009446,68.776807,135246,2477,129101,3668,"Sindh, Pakistan",282.4329782,1.831477456
Azad Jammu and Kashmir,Pakistan,9/26/2020 4:23,34.027401,73.947253,2630,71,2305,254,"Azad Jammu and Kashmir, Pakistan",65.01265893,2.699619772
Balochistan,Pakistan,9/26/2020 4:23,28.328492,65.898403,14932,145,13512,1275,"Balochistan, Pakistan",120.9616532,0.971068845
Gilgit-Baltistan,Pakistan,9/26/2020 4:23,35.792146,74.982138,3635,85,3214,336,"Gilgit-Baltistan, Pakistan",358.6283919,2.338376891
Islamabad,Pakistan,9/26/2020 4:23,33.665087,73.121219,16367,181,15718,468,"Islamabad, Pakistan",815.6697093,1.105883791
Khyber Pakhtunkhwa,Pakistan,9/26/2020 4:23,34.485332,72.09169,37588,1259,35893,436,"Khyber Pakhtunkhwa, Pakistan",123.1449829,3.349473236
Punjab,Pakistan,9/26/2020 4:23,30.811346,72.139132,98941,2229,95295,1417,"Punjab, Pakistan",89.93619104,2.252857764
Sindh,Pakistan,9/26/2020 4:23,26.009446,68.776807,135488,2481,129396,3611,"Sindh, Pakistan",282.9383446,1.831158479
Azad Jammu and Kashmir,Pakistan,9/27/2020 4:23,34.027401,73.947253,2649,71,2314,264,"Azad Jammu and Kashmir, Pakistan",65.48233213,2.680256701
Balochistan,Pakistan,9/27/2020 4:23,28.328492,65.898403,15013,145,13524,1344,"Balochistan, Pakistan",121.6178208,0.965829614
Gilgit-Baltistan,Pakistan,9/27/2020 4:23,35.792146,74.982138,3662,85,3229,348,"Gilgit-Baltistan, Pakistan",361.2922067,2.321135991
Islamabad,Pakistan,9/27/2020 4:23,33.665087,73.121219,16440,181,15755,504,"Islamabad, Pakistan",819.3077547,1.100973236
Khyber Pakhtunkhwa,Pakistan,9/27/2020 4:23,34.485332,72.09169,37617,1259,35931,427,"Khyber Pakhtunkhwa, Pakistan",123.2399921,3.346891033
Punjab,Pakistan,9/27/2020 4:23,30.811346,72.139132,99128,2230,95314,1584,"Punjab, Pakistan",90.10617181,2.249616657
Sindh,Pakistan,9/27/2020 4:23,26.009446,68.776807,135766,2486,129546,3734,"Sindh, Pakistan",283.5188895,1.831091731
Azad Jammu and Kashmir,Pakistan,9/28/2020 4:23,34.027401,73.947253,2661,71,2322,268,"Azad Jammu and Kashmir, Pakistan",65.77896784,2.668169861
Balochistan,Pakistan,9/28/2020 4:23,28.328492,65.898403,15092,145,13547,1400,"Balochistan, Pakistan",122.2577867,0.96077392
Gilgit-Baltistan,Pakistan,9/28/2020 4:23,35.792146,74.982138,3681,87,3233,361,"Gilgit-Baltistan, Pakistan",363.166743,2.363488183
Islamabad,Pakistan,9/28/2020 4:23,33.665087,73.121219,16470,181,15795,494,"Islamabad, Pakistan",820.8028419,1.09896782
Khyber Pakhtunkhwa,Pakistan,9/28/2020 4:23,34.485332,72.09169,37701,1259,35951,491,"Khyber Pakhtunkhwa, Pakistan",123.515191,3.339433967
Punjab,Pakistan,9/28/2020 4:23,30.811346,72.139132,99219,2231,95421,1567,"Punjab, Pakistan",90.18888973,2.248561263
Sindh,Pakistan,9/28/2020 4:23,26.009446,68.776807,136017,2492,129753,3772,"Sindh, Pakistan",284.0430504,1.832123926
Azad Jammu and Kashmir,Pakistan,9/29/2020 4:23,34.027401,73.947253,2663,72,2332,259,"Azad Jammu and Kashmir, Pakistan",65.82840712,2.703717612
Balochistan,Pakistan,9/29/2020 4:23,28.328492,65.898403,15177,145,13600,1432,"Balochistan, Pakistan",122.9463576,0.955393029
Gilgit-Baltistan,Pakistan,9/29/2020 4:23,35.792146,74.982138,3730,88,3283,359,"Gilgit-Baltistan, Pakistan",368.0010734,2.35924933
Islamabad,Pakistan,9/29/2020 4:23,33.665087,73.121219,16532,181,15826,525,"Islamabad, Pakistan",823.8926886,1.094846359
Khyber Pakhtunkhwa,Pakistan,9/29/2020 4:23,34.485332,72.09169,37727,1259,35971,497,"Khyber Pakhtunkhwa, Pakistan",123.6003717,3.337132558
Punjab,Pakistan,9/29/2020 4:23,30.811346,72.139132,99292,2234,95436,1622,"Punjab, Pakistan",90.25524586,2.249929501
Sindh,Pakistan,9/29/2020 4:23,26.009446,68.776807,136395,2495,129892,4008,"Sindh, Pakistan",284.8324244,1.82924594
Azad Jammu and Kashmir,Pakistan,9/30/2020 4:23,34.027401,73.947253,2698,74,2348,276,"Azad Jammu and Kashmir, Pakistan",66.6935946,2.742772424
Balochistan,Pakistan,9/30/2020 4:23,28.328492,65.898403,15257,145,13778,1334,"Balochistan, Pakistan",123.5944243,0.950383431
Gilgit-Baltistan,Pakistan,9/30/2020 4:23,35.792146,74.982138,3778,88,3311,379,"Gilgit-Baltistan, Pakistan",372.7367441,2.329274749
Islamabad,Pakistan,9/30/2020 4:23,33.665087,73.121219,16581,182,15865,534,"Islamabad, Pakistan",826.3346643,1.097641879
Khyber Pakhtunkhwa,Pakistan,9/30/2020 4:23,34.485332,72.09169,37776,1259,35993,524,"Khyber Pakhtunkhwa, Pakistan",123.7609044,3.332803897
Punjab,Pakistan,9/30/2020 4:23,30.811346,72.139132,99378,2234,95449,1695,"Punjab, Pakistan",90.33341883,2.247982451
Sindh,Pakistan,9/30/2020 4:23,26.009446,68.776807,136795,2497,130137,4161,"Sindh, Pakistan",285.6677407,1.825359114
Azad Jammu and Kashmir,Pakistan,10/1/2020 4:23,34.027401,73.947253,2731,74,2368,289,"Azad Jammu and Kashmir, Pakistan",67.50934279,2.709630172
Balochistan,Pakistan,10/1/2020 4:23,28.328492,65.898403,15281,146,13915,1220,"Balochistan, Pakistan",123.7888443,0.955434854
Gilgit-Baltistan,Pakistan,10/1/2020 4:23,35.792146,74.982138,3787,88,3371,328,"Gilgit-Baltistan, Pakistan",373.6246823,2.323739107
Islamabad,Pakistan,10/1/2020 4:23,33.665087,73.121219,16611,182,15916,513,"Islamabad, Pakistan",827.8297514,1.095659503
Khyber Pakhtunkhwa,Pakistan,10/1/2020 4:23,34.485332,72.09169,37811,1260,36074,477,"Khyber Pakhtunkhwa, Pakistan",123.8755706,3.332363598
Punjab,Pakistan,10/1/2020 4:23,30.811346,72.139132,99479,2235,95501,1743,"Punjab, Pakistan",90.42522663,2.246705335
Sindh,Pakistan,10/1/2020 4:23,26.009446,68.776807,137106,2499,130352,4255,"Sindh, Pakistan",286.3171991,1.822677345
Azad Jammu and Kashmir,Pakistan,10/2/2020 4:23,34.027401,73.947253,2754,74,2382,298,"Azad Jammu and Kashmir, Pakistan",68.07789456,2.687000726
Balochistan,Pakistan,10/2/2020 4:23,28.328492,65.898403,15302,146,14016,1140,"Balochistan, Pakistan",123.9589618,0.954123644
Gilgit-Baltistan,Pakistan,10/2/2020 4:23,35.792146,74.982138,3808,88,3399,321,"Gilgit-Baltistan, Pakistan",375.6965382,2.31092437
Islamabad,Pakistan,10/2/2020 4:23,33.665087,73.121219,16650,182,15947,521,"Islamabad, Pakistan",829.7733647,1.093093093
Khyber Pakhtunkhwa,Pakistan,10/2/2020 4:23,34.485332,72.09169,37845,1260,36114,471,"Khyber Pakhtunkhwa, Pakistan",123.9869607,3.329369798
Punjab,Pakistan,10/2/2020 4:23,30.811346,72.139132,99605,2237,95687,1681,"Punjab, Pakistan",90.53975913,2.245871191
Sindh,Pakistan,10/2/2020 4:23,26.009446,68.776807,137467,2512,130510,4445,"Sindh, Pakistan",287.0710721,1.827347654
Azad Jammu and Kashmir,Pakistan,10/3/2020 4:23,34.027401,73.947253,2776,75,2395,306,"Azad Jammu and Kashmir, Pakistan",68.62172669,2.701729107
Balochistan,Pakistan,10/3/2020 4:23,28.328492,65.898403,15323,146,14233,944,"Balochistan, Pakistan",124.1290793,0.952816028
Gilgit-Baltistan,Pakistan,10/3/2020 4:23,35.792146,74.982138,3816,88,3411,317,"Gilgit-Baltistan, Pakistan",376.4858167,2.306079665
Islamabad,Pakistan,10/3/2020 4:23,33.665087,73.121219,16713,183,15983,547,"Islamabad, Pakistan",832.9130477,1.094956022
Khyber Pakhtunkhwa,Pakistan,10/3/2020 4:23,34.485332,72.09169,37908,1260,36140,508,"Khyber Pakhtunkhwa, Pakistan",124.1933599,3.323836657
Punjab,Pakistan,10/3/2020 4:23,30.811346,72.139132,99665,2238,95701,1726,"Punjab, Pakistan",90.59429842,2.2455225
Sindh,Pakistan,10/3/2020 4:23,26.009446,68.776807,137783,2517,130730,4536,"Sindh, Pakistan",287.730972,1.826785598
Azad Jammu and Kashmir,Pakistan,10/4/2020 4:23,34.027401,73.947253,2816,76,2408,332,"Azad Jammu and Kashmir, Pakistan",69.61051237,2.698863636
Balochistan,Pakistan,10/4/2020 4:23,28.328492,65.898403,15371,146,14402,823,"Balochistan, Pakistan",124.5179194,0.949840609
Gilgit-Baltistan,Pakistan,10/4/2020 4:23,35.792146,74.982138,3828,88,3445,295,"Gilgit-Baltistan, Pakistan",377.6697343,2.298850575
Islamabad,Pakistan,10/4/2020 4:23,33.665087,73.121219,16766,183,16034,549,"Islamabad, Pakistan",835.5543683,1.091494692
Khyber Pakhtunkhwa,Pakistan,10/4/2020 4:23,34.485332,72.09169,37973,1260,36152,561,"Khyber Pakhtunkhwa, Pakistan",124.4063115,3.318147105
Punjab,Pakistan,10/4/2020 4:23,30.811346,72.139132,99812,2240,95716,1856,"Punjab, Pakistan",90.72791967,2.244219132
Sindh,Pakistan,10/4/2020 4:23,26.009446,68.776807,138050,2520,130811,4719,"Sindh, Pakistan",288.2885457,1.82542557
Azad Jammu and Kashmir,Pakistan,10/5/2020 4:23,34.027401,73.947253,2816,76,2408,332,"Azad Jammu and Kashmir, Pakistan",69.61051237,2.698863636
Balochistan,Pakistan,10/5/2020 4:23,28.328492,65.898403,15371,146,14402,823,"Balochistan, Pakistan",124.5179194,0.949840609
Gilgit-Baltistan,Pakistan,10/5/2020 4:23,35.792146,74.982138,3828,88,3445,295,"Gilgit-Baltistan, Pakistan",377.6697343,2.298850575
Islamabad,Pakistan,10/5/2020 4:23,33.665087,73.121219,16766,183,16034,549,"Islamabad, Pakistan",835.5543683,1.091494692
Khyber Pakhtunkhwa,Pakistan,10/5/2020 4:23,34.485332,72.09169,37973,1260,36152,561,"Khyber Pakhtunkhwa, Pakistan",124.4063115,3.318147105
Punjab,Pakistan,10/5/2020 4:23,30.811346,72.139132,99812,2240,95716,1856,"Punjab, Pakistan",90.72791967,2.244219132
Sindh,Pakistan,10/5/2020 4:23,26.009446,68.776807,138050,2520,130811,4719,"Sindh, Pakistan",288.2885457,1.82542557
Azad Jammu and Kashmir,Pakistan,10/6/2020 4:23,34.027401,73.947253,2874,76,2431,367,"Azad Jammu and Kashmir, Pakistan",71.04425162,2.644398051
Balochistan,Pakistan,10/6/2020 4:23,28.328492,65.898403,15420,146,14814,460,"Balochistan, Pakistan",124.9148602,0.946822309
Gilgit-Baltistan,Pakistan,10/6/2020 4:23,35.792146,74.982138,3857,89,3483,285,"Gilgit-Baltistan, Pakistan",380.5308687,2.30749287
Islamabad,Pakistan,10/6/2020 4:23,33.665087,73.121219,16845,184,16113,548,"Islamabad, Pakistan",839.4914312,1.092312259
Khyber Pakhtunkhwa,Pakistan,10/6/2020 4:23,34.485332,72.09169,38105,1262,36291,552,"Khyber Pakhtunkhwa, Pakistan",124.838767,3.311901325
Punjab,Pakistan,10/6/2020 4:23,30.811346,72.139132,100033,2243,96022,1768,"Punjab, Pakistan",90.92880603,2.242260054
Sindh,Pakistan,10/6/2020 4:23,26.009446,68.776807,138593,2523,131462,4608,"Sindh, Pakistan",289.4224876,1.820438262
Azad Jammu and Kashmir,Pakistan,10/7/2020 4:23,34.027401,73.947253,2912,77,2445,390,"Azad Jammu and Kashmir, Pakistan",71.98359802,2.644230769
Balochistan,Pakistan,10/7/2020 4:23,28.328492,65.898403,15439,146,14951,342,"Balochistan, Pakistan",125.0687761,0.945657102
Gilgit-Baltistan,Pakistan,10/7/2020 4:23,35.792146,74.982138,3884,89,3504,291,"Gilgit-Baltistan, Pakistan",383.1946834,2.291452111
Islamabad,Pakistan,10/7/2020 4:23,33.665087,73.121219,16936,184,16153,599,"Islamabad, Pakistan",844.0265288,1.08644308
Khyber Pakhtunkhwa,Pakistan,10/7/2020 4:23,34.485332,72.09169,38141,1263,36315,563,"Khyber Pakhtunkhwa, Pakistan",124.9567094,3.311397184
Punjab,Pakistan,10/7/2020 4:23,30.811346,72.139132,100148,2245,96089,1814,"Punjab, Pakistan",91.03333967,2.24168231
Sindh,Pakistan,10/7/2020 4:23,26.009446,68.776807,138891,2531,131831,4529,"Sindh, Pakistan",290.0447982,1.822292301
Azad Jammu and Kashmir,Pakistan,10/8/2020 4:23,34.027401,73.947253,2937,77,2453,407,"Azad Jammu and Kashmir, Pakistan",72.60158908,2.621722846
Balochistan,Pakistan,10/8/2020 4:23,28.328492,65.898403,15460,146,15082,232,"Balochistan, Pakistan",125.2388936,0.944372574
Gilgit-Baltistan,Pakistan,10/8/2020 4:23,35.792146,74.982138,3886,89,3532,265,"Gilgit-Baltistan, Pakistan",383.392003,2.290272774
Islamabad,Pakistan,10/8/2020 4:23,33.665087,73.121219,17009,187,16206,616,"Islamabad, Pakistan",847.6645742,1.099417955
Khyber Pakhtunkhwa,Pakistan,10/8/2020 4:23,34.485332,72.09169,38175,1263,36413,499,"Khyber Pakhtunkhwa, Pakistan",125.0680995,3.308447937
Punjab,Pakistan,10/8/2020 4:23,30.811346,72.139132,100272,2247,96506,1519,"Punjab, Pakistan",91.14605419,2.240904739
Sindh,Pakistan,10/8/2020 4:23,26.009446,68.776807,139195,2535,132183,4477,"Sindh, Pakistan",290.6796386,1.821186106
Azad Jammu and Kashmir,Pakistan,10/9/2020 4:23,34.027401,73.947253,2980,77,2460,443,"Azad Jammu and Kashmir, Pakistan",73.66453369,2.583892617
Balochistan,Pakistan,10/9/2020 4:23,28.328492,65.898403,15480,146,15117,217,"Balochistan, Pakistan",125.4009103,0.943152455
Gilgit-Baltistan,Pakistan,10/9/2020 4:23,35.792146,74.982138,3893,89,3531,273,"Gilgit-Baltistan, Pakistan",384.0826217,2.286154637
Islamabad,Pakistan,10/9/2020 4:23,33.665087,73.121219,17122,188,16249,685,"Islamabad, Pakistan",853.2960691,1.09800257
Khyber Pakhtunkhwa,Pakistan,10/9/2020 4:23,34.485332,72.09169,38219,1263,36447,509,"Khyber Pakhtunkhwa, Pakistan",125.2122513,3.304639054
Punjab,Pakistan,10/9/2020 4:23,30.811346,72.139132,100330,2248,96527,1555,"Punjab, Pakistan",91.1987755,2.240606
Sindh,Pakistan,10/9/2020 4:23,26.009446,68.776807,139571,2541,132377,4653,"Sindh, Pakistan",291.464836,1.820578774
Azad Jammu and Kashmir,Pakistan,10/10/2020 4:23,34.027401,73.947253,2991,77,2500,414,"Azad Jammu and Kashmir, Pakistan",73.93644976,2.574389836
Balochistan,Pakistan,10/10/2020 4:23,28.328492,65.898403,15498,146,15139,213,"Balochistan, Pakistan",125.5467253,0.94205704
Gilgit-Baltistan,Pakistan,10/10/2020 4:23,35.792146,74.982138,3900,89,3570,241,"Gilgit-Baltistan, Pakistan",384.7732403,2.282051282
Islamabad,Pakistan,10/10/2020 4:23,33.665087,73.121219,17210,188,16279,743,"Islamabad, Pakistan",857.6816581,1.092388146
Khyber Pakhtunkhwa,Pakistan,10/10/2020 4:23,34.485332,72.09169,38273,1263,36467,543,"Khyber Pakhtunkhwa, Pakistan",125.3891649,3.299976485
Punjab,Pakistan,10/10/2020 4:23,30.811346,72.139132,100484,2252,96548,1684,"Punjab, Pakistan",91.33875967,2.24115282
Sindh,Pakistan,10/10/2020 4:23,26.009446,68.776807,139910,2543,132559,4808,"Sindh, Pakistan",292.1727666,1.817597027
Azad Jammu and Kashmir,Pakistan,10/11/2020 4:23,34.027401,73.947253,3045,78,2506,461,"Azad Jammu and Kashmir, Pakistan",75.27131043,2.561576355
Balochistan,Pakistan,10/11/2020 4:23,28.328492,65.898403,15520,146,15153,221,"Balochistan, Pakistan",125.7249436,0.940721649
Gilgit-Baltistan,Pakistan,10/11/2020 4:23,35.792146,74.982138,3924,89,3602,233,"Gilgit-Baltistan, Pakistan",387.1410756,2.268093782
Islamabad,Pakistan,10/11/2020 4:23,33.665087,73.121219,17296,188,16319,789,"Islamabad, Pakistan",861.9675746,1.086956522
Khyber Pakhtunkhwa,Pakistan,10/11/2020 4:23,34.485332,72.09169,38329,1263,36521,545,"Khyber Pakhtunkhwa, Pakistan",125.5726309,3.295155104
Punjab,Pakistan,10/11/2020 4:23,30.811346,72.139132,100687,2257,96561,1869,"Punjab, Pakistan",91.52328425,2.241600207
Sindh,Pakistan,10/11/2020 4:23,26.009446,68.776807,140131,2549,132796,4786,"Sindh, Pakistan",292.6342788,1.81901221
Azad Jammu and Kashmir,Pakistan,10/12/2020 4:23,34.027401,73.947253,3118,78,2524,516,"Azad Jammu and Kashmir, Pakistan",77.07584431,2.501603592
Balochistan,Pakistan,10/12/2020 4:23,28.328492,65.898403,15525,146,15202,177,"Balochistan, Pakistan",125.7654478,0.94041868
Gilgit-Baltistan,Pakistan,10/12/2020 4:23,35.792146,74.982138,3937,90,3623,224,"Gilgit-Baltistan, Pakistan",388.4236531,2.286004572
Islamabad,Pakistan,10/12/2020 4:23,33.665087,73.121219,17331,189,16367,775,"Islamabad, Pakistan",863.7118429,1.090531418
Khyber Pakhtunkhwa,Pakistan,10/12/2020 4:23,34.485332,72.09169,38348,1264,36591,493,"Khyber Pakhtunkhwa, Pakistan",125.6348783,3.296130176
Punjab,Pakistan,10/12/2020 4:23,30.811346,72.139132,100764,2258,96945,1561,"Punjab, Pakistan",91.59327633,2.240879679
Sindh,Pakistan,10/12/2020 4:23,26.009446,68.776807,140294,2555,132933,4806,"Sindh, Pakistan",292.9746702,1.821175531
Azad Jammu and Kashmir,Pakistan,10/13/2020 4:24,34.027401,73.947253,3131,78,2556,497,"Azad Jammu and Kashmir, Pakistan",77.39719966,2.491216864
Balochistan,Pakistan,10/13/2020 4:24,28.328492,65.898403,15541,146,15220,175,"Balochistan, Pakistan",125.8950611,0.939450486
Gilgit-Baltistan,Pakistan,10/13/2020 4:24,35.792146,74.982138,3955,91,3643,221,"Gilgit-Baltistan, Pakistan",390.1995296,2.300884956
