Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Gilgit-Baltistan,Pakistan,10/31/2020 4:24,35.792146,74.982138,4248,92,3984,172,"Gilgit-Baltistan, Pakistan",419.1068525,2.165725047
Islamabad,Pakistan,10/31/2020 4:24,33.665087,73.121219,19818,217,17905,1696,"Islamabad, Pakistan",987.6545671,1.094964174
Khyber Pakhtunkhwa,Pakistan,10/31/2020 4:24,34.485332,72.09169,39458,1276,37524,658,"Khyber Pakhtunkhwa, Pakistan",129.271436,3.233818237
Punjab,Pakistan,10/31/2020 4:24,30.811346,72.139132,104016,2357,97431,4228,"Punjab, Pakistan",94.54930561,2.265997539
Sindh,Pakistan,10/31/2020 4:24,26.009446,68.776807,145475,2625,138428,4422,"Sindh, Pakistan",303.7941049,1.804433752
Azad Jammu and Kashmir,Pakistan,11/1/2020 4:36,34.027401,73.947253,4133,92,3249,792,"Azad Jammu and Kashmir, Pakistan",102.1662811,2.225985967
Balochistan,Pakistan,11/1/2020 4:36,28.328492,65.898403,15920,151,15553,216,"Balochistan, Pakistan",128.9652772,0.948492462
Gilgit-Baltistan,Pakistan,11/1/2020 4:36,35.792146,74.982138,4261,92,3986,183,"Gilgit-Baltistan, Pakistan",420.38943,2.159117578
Islamabad,Pakistan,11/1/2020 4:36,33.665087,73.121219,19970,222,18059,1689,"Islamabad, Pakistan",995.2296753,1.111667501
Khyber Pakhtunkhwa,Pakistan,11/1/2020 4:36,34.485332,72.09169,39564,1277,37583,704,"Khyber Pakhtunkhwa, Pakistan",129.6187109,3.227681731
Punjab,Pakistan,11/1/2020 4:36,30.811346,72.139132,104271,2362,97456,4453,"Punjab, Pakistan",94.78109758,2.265251124
Sindh,Pakistan,11/1/2020 4:36,26.009446,68.776807,145851,2627,138669,4555,"Sindh, Pakistan",304.5793022,1.801153232
Azad Jammu and Kashmir,Pakistan,11/2/2020 5:25,34.027401,73.947253,4237,95,3360,782,"Azad Jammu and Kashmir, Pakistan",104.7371239,2.242152466
Balochistan,Pakistan,11/2/2020 5:25,28.328492,65.898403,15954,151,15569,234,"Balochistan, Pakistan",129.2407056,0.946471104
Gilgit-Baltistan,Pakistan,11/2/2020 5:25,35.792146,74.982138,4279,92,3986,201,"Gilgit-Baltistan, Pakistan",422.1653065,2.150035055
Islamabad,Pakistan,11/2/2020 5:25,33.665087,73.121219,20089,222,18209,1658,"Islamabad, Pakistan",1001.160188,1.105082383
Khyber Pakhtunkhwa,Pakistan,11/2/2020 5:25,34.485332,72.09169,39649,1279,37642,728,"Khyber Pakhtunkhwa, Pakistan",129.897186,3.225806452
Punjab,Pakistan,11/2/2020 5:25,30.811346,72.139132,104554,2365,97471,4718,"Punjab, Pakistan",95.03834121,2.26198902
Sindh,Pakistan,11/2/2020 5:25,26.009446,68.776807,146331,2631,138779,4921,"Sindh, Pakistan",305.5816818,1.797978555
Azad Jammu and Kashmir,Pakistan,11/3/2020 6:00,34.027401,73.947253,4330,98,3414,818,"Azad Jammu and Kashmir, Pakistan",107.0360506,2.263279446
Balochistan,Pakistan,11/3/2020 6:00,28.328492,65.898403,15977,152,15591,234,"Balochistan, Pakistan",129.4270248,0.951367591
Gilgit-Baltistan,Pakistan,11/3/2020 6:00,35.792146,74.982138,4293,92,4017,184,"Gilgit-Baltistan, Pakistan",423.5465437,2.143023527
Islamabad,Pakistan,11/3/2020 6:00,33.665087,73.121219,20243,222,18261,1760,"Islamabad, Pakistan",1008.834968,1.096675394
Khyber Pakhtunkhwa,Pakistan,11/3/2020 6:00,34.485332,72.09169,39749,1280,37691,778,"Khyber Pakhtunkhwa, Pakistan",130.2248038,3.220206798
Punjab,Pakistan,11/3/2020 6:00,30.811346,72.139132,104894,2372,97498,5024,"Punjab, Pakistan",95.34739716,2.261330486
Sindh,Pakistan,11/3/2020 6:00,26.009446,68.776807,146774,2633,138974,5167,"Sindh, Pakistan",306.5067946,1.793914454
Azad Jammu and Kashmir,Pakistan,11/4/2020 5:25,34.027401,73.947253,4415,99,3428,888,"Azad Jammu and Kashmir, Pakistan",109.1372202,2.242355606
Balochistan,Pakistan,11/4/2020 5:25,28.328492,65.898403,16000,152,15619,229,"Balochistan, Pakistan",129.613344,0.95
Gilgit-Baltistan,Pakistan,11/4/2020 5:25,35.792146,74.982138,4306,92,4040,174,"Gilgit-Baltistan, Pakistan",424.8291212,2.136553646
Islamabad,Pakistan,11/4/2020 5:25,33.665087,73.121219,20471,224,18378,1869,"Islamabad, Pakistan",1020.197631,1.094230863
Khyber Pakhtunkhwa,Pakistan,11/4/2020 5:25,34.485332,72.09169,39889,1281,37804,804,"Khyber Pakhtunkhwa, Pakistan",130.6834687,3.211411667
Punjab,Pakistan,11/4/2020 5:25,30.811346,72.139132,105197,2380,97515,5302,"Punjab, Pakistan",95.62282055,2.262421932
Sindh,Pakistan,11/4/2020 5:25,26.009446,68.776807,147295,2639,139276,5380,"Sindh, Pakistan",307.5947941,1.791642622
Azad Jammu and Kashmir,Pakistan,11/5/2020 6:05,34.027401,73.947253,4491,104,3481,906,"Azad Jammu and Kashmir, Pakistan",111.015913,2.315742596
Balochistan,Pakistan,11/5/2020 6:05,28.328492,65.898403,16026,152,15633,241,"Balochistan, Pakistan",129.8239656,0.948458755
Gilgit-Baltistan,Pakistan,11/5/2020 6:05,35.792146,74.982138,4320,92,4058,170,"Gilgit-Baltistan, Pakistan",426.2103585,2.12962963
Islamabad,Pakistan,11/5/2020 6:05,33.665087,73.121219,20694,229,18505,1960,"Islamabad, Pakistan",1031.311112,1.106600947
Khyber Pakhtunkhwa,Pakistan,11/5/2020 6:05,34.485332,72.09169,40022,1284,37823,915,"Khyber Pakhtunkhwa, Pakistan",131.1192004,3.20823547
Punjab,Pakistan,11/5/2020 6:05,30.811346,72.139132,105535,2385,97532,5618,"Punjab, Pakistan",95.93005853,2.259913773
Sindh,Pakistan,11/5/2020 6:05,26.009446,68.776807,147787,2647,139633,5507,"Sindh, Pakistan",308.6222332,1.791091233
Azad Jammu and Kashmir,Pakistan,11/6/2020 5:24,34.027401,73.947253,4572,107,3505,960,"Azad Jammu and Kashmir, Pakistan",113.018204,2.340332458
Balochistan,Pakistan,11/6/2020 5:24,28.328492,65.898403,16033,152,15660,221,"Balochistan, Pakistan",129.8806715,0.948044658
Gilgit-Baltistan,Pakistan,11/6/2020 5:24,35.792146,74.982138,4332,92,4070,170,"Gilgit-Baltistan, Pakistan",427.3942762,2.123730379
